Age,Gender,Location,Subscription_Length_Months,Monthly_Bill,Total_Usage_GB,Churn
68,0,0,19,83.48,459,1
22,1,3,18,38.86,139,0
37,0,1,23,92.2,383,0
25,1,3,2,76.36,56,1
51,1,0,2,58.12,129,0
45,1,2,6,64.46,192,0
24,1,2,21,39.59,359,1
65,0,3,14,40.77,261,0
61,1,0,22,89.15,258,1
43,1,4,3,80.24,241,1
24,1,4,9,60.93,206,0
35,1,1,5,88.25,314,1
51,0,3,5,87.71,266,0
43,0,1,19,90.27,179,1
68,1,4,4,74.62,458,0
40,0,2,20,43.93,248,1
38,0,2,13,30.18,111,0
19,1,2,5,57.59,370,1
28,1,0,18,36.8,219,0
59,0,1,22,55.65,125,1
60,1,0,15,86.58,279,0
65,0,0,8,72.91,339,1
42,1,0,15,96.84,333,0
43,1,2,11,59.95,458,1
28,0,2,17,42.8,242,1
22,0,3,19,58.86,92,0
44,1,3,5,61.5,233,1
34,1,0,18,90.28,72,0
40,0,1,11,81.07,165,0
24,1,4,5,40.3,65,0
57,1,2,2,66.41,430,0
54,0,0,5,83.04,387,0
23,0,3,7,40.27,428,1
36,1,3,17,68.03,247,0
51,1,0,6,41.54,214,0
30,0,0,21,67.1,72,1
40,1,3,20,60.81,55,1
22,0,3,23,43.81,235,1
70,0,0,10,68.97,283,1
68,0,1,7,69.74,94,0
29,0,3,19,64.44,347,0
59,1,1,8,48.1,320,1
47,0,3,11,65.26,56,1
27,0,1,7,65.53,200,1
30,1,4,13,86.9,67,0
20,0,3,3,84.36,476,0
24,0,0,10,39.76,336,0
41,0,4,10,42.21,275,1
66,0,2,16,64.97,349,1
51,1,2,19,36.31,422,1
53,0,1,8,72.31,153,1
44,1,0,2,33.03,169,1
24,1,1,9,97.67,457,0
46,0,3,16,71.27,308,0
57,1,0,22,87.35,268,0
67,0,2,5,87.88,372,1
41,0,3,16,50.82,388,0
53,1,4,21,84.0,244,0
22,0,4,15,97.88,118,1
48,1,4,20,55.05,393,1
38,0,1,19,69.22,397,0
36,1,0,9,96.82,80,1
37,0,2,12,59.71,315,1
19,1,0,21,98.58,109,1
53,0,3,17,94.92,229,1
27,1,4,23,63.54,165,1
44,0,2,3,74.83,475,0
27,0,0,24,33.96,77,0
27,0,4,21,97.39,126,1
54,1,4,12,82.82,248,0
36,1,2,13,80.48,87,1
42,1,2,11,48.11,369,1
41,0,1,2,34.52,336,1
36,0,1,8,93.49,384,0
18,1,0,15,44.78,82,1
24,0,3,23,30.99,214,0
20,0,4,17,63.92,318,0
46,1,4,7,95.46,473,1
22,0,1,19,33.79,95,0
57,1,3,10,32.23,78,1
30,1,3,2,96.73,381,0
42,0,0,10,88.07,54,0
48,1,2,7,56.23,155,0
29,0,3,4,43.29,378,1
41,0,0,6,43.49,293,0
68,1,4,24,31.63,357,1
42,1,2,7,47.59,245,0
52,0,4,16,40.29,74,0
43,0,1,9,30.66,138,0
68,1,4,2,88.69,295,0
22,0,1,19,84.53,238,1
32,0,3,9,93.56,146,0
61,1,3,1,74.64,195,0
23,1,3,11,35.48,415,1
24,1,0,12,81.54,276,0
47,0,3,13,50.07,278,1
55,1,0,11,35.45,231,1
70,0,4,1,66.46,278,0
20,0,4,15,56.66,493,1
26,0,3,24,57.35,287,1
24,1,2,10,94.89,354,1
37,0,3,14,79.12,164,1
39,1,0,24,99.94,162,0
59,1,2,18,78.35,104,1
66,0,3,21,93.7,231,1
67,1,4,7,84.58,476,0
49,0,0,19,64.46,468,1
27,1,2,12,85.71,249,1
26,1,2,14,69.71,121,0
26,0,3,15,73.73,50,0
26,1,2,16,90.18,403,1
35,0,2,6,47.99,236,1
58,0,1,9,34.64,452,1
33,0,4,4,51.85,96,1
58,1,3,13,74.78,360,0
33,0,3,15,90.51,149,0
53,1,1,5,73.96,448,1
51,0,2,6,62.3,225,0
46,1,0,16,65.06,170,0
49,1,1,13,48.65,79,0
24,1,1,22,79.54,483,1
29,0,1,19,60.74,451,1
33,0,1,10,88.0,434,1
52,0,4,14,67.6,130,0
61,0,0,1,95.49,190,0
26,1,3,20,61.17,164,1
28,0,3,16,66.34,482,0
60,0,0,7,78.46,196,0
51,0,0,4,87.33,287,1
61,1,1,17,45.66,73,1
29,1,2,7,76.76,471,1
39,0,3,13,35.06,232,0
58,0,2,1,65.6,282,1
36,1,3,13,94.47,103,1
24,1,2,13,73.58,140,0
26,0,4,3,92.3,298,1
44,1,4,5,96.31,115,0
23,1,4,18,88.59,316,0
42,0,3,3,93.05,87,1
68,1,2,20,55.29,167,0
52,0,0,9,58.56,64,0
41,1,3,17,38.75,71,1
69,0,4,11,47.22,92,1
31,1,2,10,54.65,344,1
40,1,4,19,66.88,396,1
59,0,0,4,50.9,154,0
47,0,4,13,58.62,104,1
46,1,3,20,73.7,255,1
58,0,4,5,42.37,203,0
54,1,0,14,56.86,188,0
40,1,0,23,80.61,222,0
51,1,3,20,98.64,455,1
67,1,3,8,36.37,223,0
30,0,0,21,57.9,286,0
21,0,0,12,68.62,317,0
44,1,2,16,79.15,89,0
51,0,2,17,54.66,108,1
20,1,0,14,89.75,372,1
34,1,3,7,87.05,182,1
24,1,2,23,34.5,421,1
23,0,4,23,50.75,203,0
25,0,4,11,66.72,246,1
38,1,0,23,90.94,292,0
40,1,4,7,53.23,386,0
48,1,3,1,57.13,424,0
19,0,1,3,32.55,301,0
64,0,0,6,89.2,425,1
55,1,2,11,50.62,479,1
59,0,0,6,77.44,489,0
33,1,3,16,71.12,197,0
57,1,1,13,73.09,281,0
32,0,2,11,32.63,236,0
60,1,1,12,52.64,473,0
41,0,2,6,37.52,96,1
44,1,4,17,83.08,449,0
19,0,3,6,77.59,67,1
52,1,1,13,87.07,111,0
24,0,0,15,84.33,101,0
20,1,2,23,45.93,427,0
58,1,0,7,31.37,457,1
54,0,2,20,74.67,443,1
47,1,4,9,98.67,339,1
66,0,4,14,86.34,75,1
64,0,4,6,64.69,90,1
18,1,1,1,79.24,201,1
33,0,0,13,55.78,126,0
68,1,0,5,98.81,224,1
22,1,4,19,75.61,227,1
41,1,1,5,82.45,308,1
33,0,1,24,70.15,217,1
40,1,2,21,59.97,489,0
55,0,4,24,99.78,200,1
47,1,2,9,90.54,439,0
41,0,3,10,48.81,217,0
66,0,1,16,55.37,206,0
27,0,3,4,81.59,108,1
65,0,3,11,33.07,303,0
31,0,2,15,95.01,63,0
66,1,3,18,54.29,93,1
47,1,3,14,96.19,270,1
61,1,0,16,40.47,50,1
53,1,3,1,96.13,98,1
64,0,0,16,62.0,139,0
25,0,2,6,58.26,317,0
18,1,3,5,49.43,92,1
27,0,4,11,58.71,274,1
37,0,4,15,74.57,252,0
50,0,4,20,91.69,269,0
50,1,1,1,76.62,255,1
62,0,3,7,42.85,259,0
61,1,0,21,97.86,142,1
18,0,2,5,35.13,317,1
27,0,2,7,31.02,473,0
68,1,3,1,36.23,495,1
68,0,1,7,30.17,467,1
65,1,4,8,71.71,396,1
51,0,2,14,89.21,499,1
20,1,0,3,95.05,284,0
35,0,1,1,33.78,370,0
49,1,0,18,73.13,58,1
66,1,1,2,37.87,73,1
24,1,2,5,89.03,471,1
40,0,3,2,51.01,139,0
58,1,2,11,47.15,115,1
25,1,2,6,32.0,296,0
55,1,4,4,55.97,184,0
24,1,2,15,97.28,90,1
30,1,0,10,87.73,231,1
66,1,0,20,39.85,363,0
66,0,2,24,67.97,343,1
53,1,4,13,73.75,156,0
51,1,4,10,75.77,297,0
27,1,1,4,86.61,158,1
37,1,4,12,87.29,96,0
53,1,4,16,59.79,366,1
18,0,3,13,66.2,129,0
34,0,2,23,95.26,99,1
60,1,4,4,85.19,94,0
24,1,1,23,47.17,144,1
38,1,0,1,74.21,218,0
32,0,1,24,82.08,307,0
23,1,2,18,52.72,383,1
43,1,1,19,56.74,247,0
25,1,0,24,63.83,484,1
62,0,3,13,45.26,354,0
35,0,2,24,86.35,432,0
48,1,2,23,42.04,188,0
61,1,3,18,53.15,333,0
60,1,3,21,92.59,484,0
50,0,1,8,87.22,139,0
42,1,0,2,61.8,468,0
19,1,4,3,84.43,370,0
58,0,0,13,45.91,179,0
56,1,2,15,63.91,219,1
20,1,2,14,30.66,497,0
47,0,4,14,49.63,274,0
61,0,2,19,69.9,383,0
46,0,0,2,88.41,206,0
68,1,4,21,59.9,218,1
34,0,0,20,86.91,443,0
35,1,2,17,63.54,143,1
62,0,1,13,81.55,174,1
40,1,4,20,68.03,281,0
20,0,3,23,97.79,52,0
54,0,3,2,34.87,135,1
41,0,1,10,76.51,92,1
67,0,0,4,97.73,170,0
21,1,3,7,31.62,293,1
47,0,1,5,58.54,348,1
64,0,4,21,47.79,340,1
39,0,3,13,51.85,442,0
18,0,2,4,70.53,323,0
57,0,1,1,71.24,445,1
19,0,3,19,46.9,195,0
66,1,3,17,76.88,272,0
20,0,3,8,88.31,384,0
29,1,2,3,58.45,208,1
46,1,0,19,50.63,319,1
34,1,4,15,56.85,252,1
21,0,3,21,76.64,327,0
45,0,3,20,34.13,255,1
24,0,2,6,54.21,195,0
63,0,3,1,84.83,492,1
28,1,4,1,37.71,61,1
31,1,2,13,68.94,450,1
54,1,2,4,50.15,72,1
25,0,2,8,54.2,117,1
24,0,0,23,88.29,246,0
68,1,2,22,41.3,460,0
23,0,4,14,79.72,225,0
45,1,3,18,53.91,391,1
47,1,1,1,41.65,284,1
49,0,2,24,81.51,370,0
68,0,1,8,50.44,259,0
69,0,0,22,89.56,410,0
56,0,4,18,62.03,481,0
53,0,3,21,97.91,500,1
34,0,2,14,55.88,201,1
32,0,4,18,59.06,457,1
44,0,0,7,96.9,386,1
69,1,2,3,50.4,433,1
31,0,2,5,50.85,121,0
64,0,4,7,95.67,158,1
32,1,3,13,79.99,246,0
22,0,4,12,31.62,232,0
33,0,4,16,41.45,287,0
56,1,1,12,47.48,280,0
30,1,0,8,61.88,350,1
62,0,4,16,51.96,451,0
25,0,0,5,72.42,156,1
41,1,0,7,89.25,285,1
59,1,2,3,58.26,80,1
42,0,3,24,88.71,100,0
21,1,3,7,95.77,381,1
60,0,1,15,71.68,239,1
68,0,3,24,37.65,335,0
20,0,2,11,79.98,469,1
33,0,1,10,37.91,283,1
56,0,4,16,76.79,492,1
30,0,3,20,87.95,62,0
66,0,4,1,48.83,294,1
33,1,4,17,56.73,153,0
57,1,3,24,47.44,404,1
63,1,4,14,34.69,436,0
43,0,2,21,32.82,446,1
52,1,3,7,83.18,101,1
43,0,1,21,85.46,259,0
50,1,4,10,37.84,124,1
22,1,4,13,78.74,375,1
69,0,1,8,78.14,257,0
39,0,0,24,72.65,61,1
54,0,3,5,51.67,415,0
63,0,3,23,32.99,430,0
65,0,0,15,89.86,170,0
48,1,4,12,49.72,74,0
63,0,3,20,53.65,95,1
57,1,3,11,92.61,59,0
41,1,0,1,37.64,204,0
38,0,0,3,83.47,268,1
38,1,1,5,88.98,83,1
27,1,1,3,49.59,123,0
58,0,3,12,98.52,137,0
59,1,0,7,87.21,178,1
21,1,3,12,96.79,325,1
39,1,0,24,63.58,197,0
37,1,2,8,57.23,130,1
33,1,2,7,52.11,395,1
19,0,2,13,43.54,234,1
45,1,0,20,49.61,127,0
37,1,2,16,45.68,253,1
59,1,3,7,61.05,59,0
33,1,2,13,86.66,280,1
59,0,2,8,61.59,135,0
58,1,3,24,82.04,175,0
42,1,2,7,74.02,451,1
50,0,0,18,30.32,57,1
36,1,0,4,66.58,279,1
22,1,0,23,74.39,232,0
66,1,4,10,62.38,267,1
40,0,0,21,50.29,319,0
35,0,0,5,98.94,450,1
31,0,2,15,76.99,124,0
67,1,3,19,45.94,211,1
52,1,1,17,62.47,388,0
58,1,3,11,37.81,172,1
60,1,2,19,92.15,89,0
60,1,1,4,65.33,363,0
44,0,2,19,75.45,477,0
24,1,3,7,93.66,276,0
44,0,0,15,61.92,270,1
21,1,2,17,67.99,93,0
38,0,4,2,93.16,461,0
58,0,2,19,84.01,169,1
20,1,3,21,45.93,270,0
42,1,1,19,36.0,68,0
58,0,2,3,63.78,62,0
70,0,0,22,63.2,172,1
47,1,3,24,78.61,258,1
45,0,0,20,57.41,374,0
30,0,4,9,33.45,455,1
55,0,4,8,92.91,258,0
28,0,4,9,96.43,299,0
62,1,3,15,46.84,446,1
59,0,0,4,81.76,218,1
37,1,1,12,72.74,484,0
27,1,0,4,65.18,256,1
31,1,3,23,52.31,494,1
26,0,2,2,52.62,481,0
47,0,0,20,68.4,364,1
24,1,0,3,59.93,77,1
63,0,3,9,79.3,88,0
70,1,2,20,56.81,206,1
41,1,2,15,55.65,207,0
64,0,0,5,83.61,233,0
34,0,1,22,32.73,157,1
59,0,4,6,32.1,367,0
23,0,2,3,34.52,458,1
25,1,4,19,38.9,493,0
63,1,1,16,42.52,495,0
68,1,4,23,47.85,264,0
58,0,0,9,87.64,267,1
42,1,3,7,78.66,399,0
55,1,4,9,79.34,243,1
49,1,0,1,30.71,99,0
31,0,4,24,93.37,84,1
29,0,3,3,42.74,488,1
20,0,1,1,38.93,417,0
49,0,3,10,70.68,187,1
56,1,4,7,36.57,142,1
24,1,1,6,84.36,59,1
28,1,1,7,88.78,429,0
67,0,4,1,80.36,101,0
67,0,3,13,87.43,277,0
51,1,2,23,94.74,110,0
61,1,1,18,71.52,198,0
18,0,3,16,60.61,461,0
63,0,1,14,80.13,98,1
31,1,0,12,34.92,472,1
48,1,4,10,73.95,491,0
31,0,3,3,56.32,186,0
54,1,1,21,31.75,316,0
31,1,3,24,33.47,294,0
55,1,0,10,61.89,393,0
62,0,3,12,47.91,323,1
68,1,1,21,36.72,90,1
26,0,4,3,42.11,167,0
34,1,4,21,99.74,442,0
49,1,2,13,60.11,147,1
37,1,4,11,87.11,436,0
23,1,2,19,78.37,370,1
63,0,2,19,65.64,498,1
43,0,4,24,60.42,115,0
42,0,2,21,89.91,483,0
25,0,1,3,42.82,297,1
21,1,4,23,96.9,146,0
25,0,3,16,63.12,143,1
69,0,1,16,78.37,68,1
18,1,4,12,59.24,50,1
67,0,2,14,44.14,334,0
40,0,2,16,68.69,89,1
41,1,2,21,70.4,373,1
67,0,3,17,63.4,191,1
47,1,0,3,67.79,317,0
41,0,2,9,38.19,154,1
24,1,1,12,77.26,148,1
70,1,1,9,63.43,296,0
32,0,3,7,33.01,498,0
57,1,3,16,62.42,444,1
26,1,0,21,74.94,123,1
24,0,1,13,79.81,188,0
58,1,0,14,50.48,247,0
22,1,0,10,30.73,175,0
37,0,1,17,75.78,339,0
32,1,1,17,30.82,462,1
29,1,2,22,75.74,266,0
51,0,0,24,74.74,250,1
33,1,3,3,55.16,81,1
24,0,3,15,90.95,436,1
69,0,0,20,33.41,412,0
24,0,0,1,56.1,90,0
66,0,3,20,85.03,335,0
22,0,2,12,77.87,461,0
38,1,4,19,86.72,350,0
32,0,0,9,32.54,437,0
21,1,0,22,40.49,128,1
64,0,1,20,78.87,341,1
25,1,3,12,36.12,230,1
55,1,1,4,58.06,451,0
58,0,1,4,80.11,207,0
46,0,4,3,53.46,241,0
60,1,0,12,96.59,485,0
43,1,4,14,89.73,256,1
42,1,1,3,52.12,442,1
68,1,3,15,55.08,55,0
43,1,0,3,85.71,400,0
53,0,3,2,72.07,416,1
68,1,4,1,35.11,497,1
29,0,0,9,32.76,364,1
53,1,2,3,84.62,320,0
40,0,3,9,65.58,175,0
19,0,4,20,40.26,118,1
65,1,2,22,85.57,86,1
24,1,2,1,33.82,219,0
29,0,4,23,38.9,468,1
24,0,2,14,62.47,65,1
49,0,2,3,72.68,83,0
53,0,1,20,50.89,172,0
62,1,2,22,53.9,332,1
30,0,0,6,71.86,231,0
67,0,3,6,35.73,480,0
64,1,1,6,70.59,237,1
37,1,4,13,45.5,321,1
70,0,3,23,45.45,403,1
19,1,3,3,56.66,422,0
59,0,0,6,54.43,329,0
42,1,1,15,46.03,131,1
59,0,1,9,36.59,348,0
70,0,4,9,54.78,203,0
25,1,0,21,91.7,328,1
48,0,2,5,48.78,85,0
49,0,3,17,45.08,332,0
70,0,1,12,30.93,109,0
41,1,1,6,65.72,62,0
47,0,2,16,61.93,296,0
53,0,4,19,38.5,165,1
29,1,1,7,49.91,117,1
18,0,3,11,59.16,69,0
23,1,0,5,50.22,465,1
64,0,2,1,93.39,367,1
68,0,4,4,81.06,179,0
49,0,3,19,59.63,440,1
18,0,4,5,83.63,86,0
22,0,3,23,64.71,151,1
62,0,0,22,43.27,435,0
35,1,2,6,32.56,333,0
67,0,4,4,46.02,456,0
38,0,2,10,46.21,98,0
62,1,1,18,50.79,327,1
32,0,4,13,78.29,89,1
70,0,3,10,62.38,467,1
57,0,3,16,97.22,357,1
54,1,2,21,59.5,205,0
29,0,0,13,42.04,102,0
22,0,3,4,61.48,462,1
41,1,3,20,58.11,103,0
62,0,1,10,79.28,294,0
62,1,4,21,89.65,309,0
18,1,1,11,61.68,182,1
31,1,0,23,92.83,89,0
19,0,4,21,57.83,345,0
64,1,2,12,68.87,424,0
49,1,2,22,40.34,187,1
39,1,3,4,88.5,347,1
49,0,1,19,63.01,227,0
35,0,1,4,73.33,59,0
23,1,3,5,36.1,266,0
28,1,4,7,99.27,102,1
52,0,1,23,30.43,276,0
41,0,1,9,60.79,138,1
55,1,3,24,48.87,213,1
57,1,3,5,82.45,297,0
25,1,4,6,83.36,258,1
50,1,3,24,38.45,87,1
50,1,0,19,73.79,121,1
35,1,1,18,55.02,265,1
59,1,2,2,82.08,372,1
20,1,2,19,59.16,456,0
41,0,3,10,69.81,93,1
45,0,1,20,42.8,110,1
27,1,0,13,73.02,374,1
59,0,2,24,33.55,432,0
48,0,1,18,75.02,81,1
52,0,0,11,46.24,313,1
65,1,2,19,36.33,176,1
55,1,2,14,75.77,415,0
45,1,0,2,34.91,244,0
64,0,2,18,99.6,417,1
69,0,3,10,44.38,344,0
23,0,3,19,82.09,479,0
29,1,1,16,76.56,119,1
22,0,1,9,87.98,83,0
61,0,3,23,72.87,453,0
70,1,1,6,93.91,416,1
49,1,1,7,46.62,343,1
19,1,4,11,81.15,382,0
49,1,4,7,66.95,218,0
47,0,2,21,51.22,335,0
28,1,2,10,31.54,379,0
69,0,1,20,84.84,201,1
55,1,0,3,81.44,280,1
64,1,0,20,71.43,282,1
45,1,3,24,71.24,91,0
41,1,1,13,92.91,149,1
37,0,3,22,73.38,275,1
44,1,0,23,47.64,345,0
52,0,4,6,58.42,210,0
32,0,1,1,49.43,221,0
29,0,2,24,34.27,409,1
56,0,2,7,51.71,50,0
23,1,1,8,51.19,60,1
56,1,3,12,49.18,476,0
43,0,4,1,73.1,468,0
19,0,3,24,55.67,99,0
44,1,3,23,62.02,279,1
45,1,3,7,65.43,450,0
33,1,0,6,47.31,448,0
44,0,4,24,74.88,299,0
69,1,4,23,50.17,457,1
28,1,1,1,45.84,146,1
19,1,3,18,41.63,119,0
26,1,3,16,75.93,423,1
35,1,1,8,51.71,111,1
57,0,4,13,81.02,127,0
61,0,4,2,53.05,139,0
48,1,4,4,78.42,153,0
62,0,0,11,77.32,123,1
30,0,1,10,31.98,271,0
70,1,2,5,99.71,429,0
62,0,2,13,67.34,500,0
41,0,1,17,79.11,249,1
26,0,4,6,39.91,454,1
40,1,4,3,93.69,232,0
38,0,2,11,68.69,485,1
24,1,4,17,96.23,252,1
62,0,0,2,67.58,382,1
25,0,1,16,73.39,350,0
58,0,0,8,35.21,471,0
37,1,3,6,93.06,450,1
39,0,4,21,60.57,63,0
19,0,2,18,55.9,476,0
35,0,4,20,69.6,103,1
38,0,3,19,97.94,409,1
23,0,3,5,45.24,148,0
54,0,1,8,48.49,477,0
28,0,0,9,46.05,233,1
53,0,3,20,67.41,460,1
58,0,4,18,96.55,437,0
59,0,3,2,30.27,215,1
50,0,2,11,70.06,335,0
54,0,0,16,82.04,239,1
20,1,4,11,57.85,138,1
70,0,1,11,52.06,194,1
65,0,2,4,80.35,146,0
32,1,2,16,57.98,245,0
36,1,2,14,61.99,419,1
52,1,3,8,31.12,89,1
39,1,3,16,99.55,89,1
30,0,3,22,30.03,499,0
45,0,0,16,38.21,492,1
48,1,3,19,39.17,121,0
21,0,4,21,50.23,240,0
51,0,3,21,56.45,349,1
34,1,2,6,55.18,139,0
67,0,1,18,91.12,163,0
27,0,2,4,96.23,327,0
31,0,4,6,79.19,209,1
70,0,4,1,92.11,266,0
62,1,4,14,60.58,195,0
61,0,1,21,81.65,384,0
42,0,3,13,30.8,367,1
54,0,2,11,58.94,470,0
44,0,2,6,81.53,211,1
23,1,4,24,40.86,406,1
19,0,2,15,32.44,361,1
23,1,0,22,49.38,131,1
59,0,1,11,73.23,194,0
58,1,0,20,39.86,332,1
31,0,3,2,87.91,264,1
66,1,1,14,38.15,269,0
45,0,4,11,47.27,124,1
26,1,3,1,60.5,317,1
38,1,0,10,47.4,104,0
50,1,0,19,59.31,458,0
55,0,1,8,59.46,63,1
65,0,3,8,92.24,488,1
53,1,1,10,53.63,422,0
19,1,2,18,87.94,444,1
55,1,1,14,44.08,396,0
26,1,3,21,78.54,179,0
24,0,2,4,36.57,475,0
21,1,3,4,62.39,213,0
40,0,3,10,83.54,434,1
44,0,2,6,55.61,204,0
27,1,1,10,63.88,384,1
66,0,0,8,55.27,79,0
49,1,1,11,87.23,50,0
51,0,3,1,99.85,143,0
33,0,4,9,95.74,318,0
51,0,2,10,32.04,314,0
48,1,0,10,41.58,332,0
27,0,0,3,39.78,182,0
30,0,4,11,61.98,342,1
44,1,1,17,41.65,134,1
64,0,3,6,79.95,434,0
63,1,0,19,41.43,170,1
67,1,4,8,43.06,302,1
18,1,3,5,94.45,317,0
44,1,0,21,31.55,497,1
39,0,1,8,52.21,354,1
18,1,0,15,70.74,250,1
24,0,1,10,95.96,245,1
52,1,1,6,95.02,368,1
46,1,1,24,76.22,284,1
66,0,2,2,60.25,474,1
53,1,4,18,72.46,443,1
48,1,3,19,33.42,472,0
20,0,3,7,92.15,136,1
65,1,3,18,31.1,340,0
51,1,2,22,80.01,384,1
47,0,3,9,77.35,247,0
59,0,4,11,53.87,245,0
50,0,4,14,79.62,278,1
40,1,4,10,81.56,159,1
30,1,4,17,95.98,148,0
46,1,3,23,50.24,260,0
60,0,2,22,59.67,326,0
49,1,2,9,60.71,299,1
59,1,2,15,68.57,180,0
25,1,1,7,53.49,297,1
48,1,2,10,72.53,190,0
23,0,0,11,92.09,412,0
55,1,0,18,61.93,144,0
38,0,0,7,58.34,387,0
51,0,0,9,96.22,119,1
31,0,1,6,36.17,165,1
60,1,3,6,64.03,455,1
42,0,1,16,30.56,201,1
69,1,0,23,91.78,444,1
31,1,1,19,44.91,468,0
28,1,0,2,67.92,216,0
60,1,4,18,98.68,64,0
60,0,0,12,91.5,57,1
48,0,3,13,31.31,452,0
56,0,1,20,43.98,235,0
51,1,1,13,56.59,404,1
28,0,3,5,50.74,375,1
25,1,4,14,42.39,412,0
22,0,2,14,70.01,478,0
43,0,4,6,94.66,304,0
58,1,2,13,78.48,79,0
30,1,0,19,89.86,361,1
53,0,2,5,39.41,270,0
18,1,0,6,38.98,323,0
20,0,0,9,41.69,294,1
60,0,4,15,98.32,207,0
63,0,1,24,89.07,377,0
41,0,1,21,30.54,493,1
25,0,3,10,55.15,184,1
67,1,3,21,32.85,344,0
35,0,4,22,83.06,218,0
65,0,0,16,62.95,406,1
66,1,0,17,61.02,149,0
54,0,3,11,75.55,296,0
50,1,1,1,97.89,316,0
69,1,0,4,51.31,370,1
44,0,1,17,44.1,387,0
27,0,4,22,70.26,60,1
54,0,2,10,67.52,181,0
29,1,4,15,38.4,61,0
18,1,1,21,55.24,275,0
46,1,0,24,41.02,212,0
55,0,1,4,67.31,450,0
58,1,4,22,80.01,220,1
64,0,2,5,52.93,403,1
28,1,2,16,39.16,178,1
44,1,2,10,52.29,115,1
54,1,2,24,54.94,347,1
28,0,1,24,95.35,236,1
62,1,0,12,58.2,256,1
57,0,1,15,43.4,134,1
45,0,2,19,47.62,61,0
62,1,4,12,63.19,360,0
29,0,0,9,43.56,415,0
44,1,0,15,67.48,287,1
21,1,3,16,70.07,415,0
67,0,3,2,44.85,134,0
50,1,1,1,59.88,311,1
66,0,0,2,34.14,463,0
35,1,4,3,71.25,465,0
39,0,1,3,33.29,224,0
61,1,2,5,39.28,364,0
41,0,3,10,68.92,141,0
59,1,2,14,42.34,122,1
18,0,4,17,85.32,452,0
31,0,1,6,80.76,235,1
61,1,2,20,97.49,349,0
55,1,3,24,49.95,450,0
60,0,4,20,90.74,76,0
26,1,1,17,72.98,105,0
40,1,0,16,60.56,186,0
65,0,4,20,73.48,316,0
49,0,1,16,52.72,104,1
63,1,3,24,63.14,378,1
31,1,4,1,54.8,430,0
60,1,0,12,32.69,309,1
18,1,0,22,75.47,490,0
66,0,3,19,35.59,187,1
43,1,2,4,78.89,82,0
62,1,3,11,97.52,126,0
32,1,3,8,65.36,308,1
50,0,2,1,48.26,493,1
46,1,1,20,35.96,331,0
33,0,2,1,94.26,253,1
65,0,4,14,46.84,113,1
22,1,0,15,96.39,330,0
25,1,3,18,35.31,293,1
28,0,4,1,99.07,338,1
55,0,4,11,44.36,485,0
28,1,1,22,75.19,375,0
19,1,1,21,38.27,151,1
48,0,2,15,78.31,238,0
50,1,1,5,58.54,499,0
57,1,2,13,53.0,435,0
49,1,0,16,93.45,193,1
38,1,2,6,99.72,205,1
36,0,0,14,55.83,408,0
68,0,2,15,30.75,453,0
44,1,3,1,69.17,291,0
34,1,1,7,78.72,341,0
35,1,2,2,74.11,390,0
21,1,0,1,63.97,189,0
53,0,2,20,92.46,436,1
23,0,4,4,69.3,71,0
61,1,4,14,46.95,323,1
48,0,1,11,94.19,299,1
46,0,3,11,31.42,153,1
27,0,3,6,86.59,382,0
47,0,1,10,75.5,101,0
59,0,4,8,66.62,117,0
41,0,4,20,41.28,379,1
60,0,3,22,64.32,109,1
25,1,2,15,53.75,292,1
63,0,2,21,65.46,125,1
32,0,4,16,73.18,443,1
61,1,2,2,93.2,348,1
35,0,3,1,33.57,286,1
65,1,0,5,32.71,293,0
42,0,0,6,51.89,381,1
25,1,0,19,58.99,136,0
22,0,0,16,58.75,254,0
28,0,3,6,56.58,427,0
57,0,2,6,39.45,96,0
48,1,1,13,36.86,473,1
45,1,0,6,34.19,477,0
30,0,0,11,99.98,296,1
56,0,4,22,30.26,435,0
48,1,3,9,94.57,436,1
66,1,4,15,41.61,305,1
40,1,1,15,82.93,98,0
60,0,1,17,63.52,362,1
59,0,1,7,78.93,135,1
28,1,1,13,94.63,414,1
63,0,3,10,48.03,188,1
32,1,2,14,81.67,496,0
51,1,1,20,46.1,83,1
67,1,4,17,69.18,125,0
40,1,0,5,34.33,323,1
30,0,1,15,62.95,124,1
42,1,4,14,91.05,477,1
48,1,0,19,53.32,174,1
58,0,4,13,34.92,74,1
21,0,4,20,49.95,332,0
56,0,4,17,80.67,105,0
37,1,0,18,39.78,67,0
59,0,3,17,51.33,301,0
21,0,4,19,67.57,124,1
29,1,2,10,98.46,451,0
54,0,1,13,64.06,363,0
33,0,2,2,75.97,281,0
41,1,4,15,73.11,328,0
41,1,3,5,57.56,421,1
65,0,2,12,30.6,101,0
38,1,3,21,96.18,217,0
37,0,4,18,99.48,490,1
60,0,3,12,78.54,223,0
61,0,3,10,50.27,365,0
24,0,1,12,48.7,191,0
24,0,1,16,79.86,481,1
31,0,3,22,31.58,382,1
43,1,0,20,40.2,235,1
20,1,2,3,93.44,137,0
30,1,2,11,64.12,322,1
26,0,1,10,37.72,217,0
53,0,4,19,93.74,359,0
22,1,2,9,95.39,62,0
45,0,0,3,42.32,292,0
68,0,2,11,30.3,463,1
39,1,1,15,61.74,371,1
47,0,0,5,76.87,133,0
44,1,3,20,86.1,143,1
44,1,0,20,46.58,477,1
21,1,3,16,60.38,481,0
